type,text 
review,Overall benefits - incredible. The sense of common ownership and the level of intellectual freedom makes this a place to be in. The campus and life away from large cities along with education opportunities for kids makes this an overall - great choice. BTW interacting with bright young minds all of whom stay on campus is intellectually stimulating.
review,good hospital with well trained doctors
review,growing day by day with this company
review,To gain knowledge for such type of org.
review,"Strong base, Years of experience, will to innovate"
review,It's a more knowledgeable and profitable company.
review,"good work life balance, no work pressure"
review,its a great company company nice environment good helping staff and some great seniors
review,Provide time for balancing the work and home life.. compensation is good at starting..
review,I worked in GIS  field. Avineon is friendly environment and co employees are also helpful.
review,1. Working Environment is okay2. Colleagues are supporting
review,Hr department is goodwork ambience is goodAlways Interviews will be going onSalary will be credited to your account on last day the month
review,Ethical and treats employees with dignity
review,Great working atmosphere and Friendly people to working with.
review,Hands full of work... on time salary..
review,Best working environment. Perfect workspace to individual for comfortable working. Incentives for working overtime. Getting Bonus Every year.
review,Good working environment.Enough workspace to individual for comfortable working.Incentives for working overtime.
review,"Good and ""flexible"" work environment with shift wise working system.  One of the best company in GIS and Engineering services in Hyderabad, AP. Paying good salaries at entry levels."
review,Work Culture and Supportive nature of teams
review,1. People are very good and helpful through out the project2. Always looking for process improvements and best practices3. Good work culture and good balance in professional and personal life4. Management definitely provides good opportunity to learn by providing training.
review,1.Doesn't have any projects2.Fires on employers without prior intimation
review,Good Work Environment with friendly atmosphere. Great opportunity to work on various technologies.
review,"Good, Has it was having Big Client and Job was secure"
review,company is Employee friendly and with good manager and also good initiatives are taken
review,good selection of candidates.lot's of learning.
review,Work CultureInteresting ProductTechnology StackOpen CommunicationTeam Work and Collaboration
review,"Flexible timing, Friendly environment, Learning opportunities, Exposure, Freedom, work from home sometimes."
review,I worked here and its nice place to work
review,I worked here for the last four years and learned  technologies and happy over there
review,"Comfortable environment. Multiple projects on hand, Got good confidence after exposed to different techno."
review,no pros only Cons worse culture
review,1. Flexible working hours2. Work from home facilities3. Freedom to work in your own way 4. Result oriented and Quality too5. Trusts employees 6. Work culture7. Management is too cooperative
review,Not single one which you will there  to  stay there.Unstructured management & expect like manufacturing company to work whole night & day
review,"Good work culture, flexibility in timings, freedom to implement ideas, Weekends off"
review,They are always liberal listen to every one and sort out train and improve
review,Good for development personsGood for development persons
review,1. Very good for Sales profile.2. Good Incentive structures for RMs.3. No pressure.4. Good Salary.5. Friendly environment.6. Good canteen.
review,Awesome work culture and people to work with. Knowledge enhancing experience in forex sales.
review,Large team and common dinning area let's you interact with all departments
review,Professional organisation to work with.
review,Overall best employees in this company nice experience
review,Growth opportunities are good in centrum
review,Friendly environment.Challenging in a positive way.
review,"Good platform for youngsters to begin their career in finance Has diverse products in finance, gives a broader understanding of all financial products"
review,"Best Environment to work and utilize finance knowledge learned new things,,,,!!"
review,"Work culture very good, good employee welfare, good opportunity to work."
review,Direct Interaction with Senior Management COmpany provides ample learning opportunitiesWide exposure of legal and secretarial activitiesSatisfactory work life balance A company with rich culture
review,Good colleagues Food and Tea Medical Insurance
review,Forefront in Investment in new technology
review,"Easy job, Okay salary, Great mechanical processes exposure"
review,because shriram pistons s rings is the best of my life
review,"Strong financial background, less exposed to risk, diversified customer base, very high skill at worker level and system oriented"
review,"Very helpful management team , great learning experience . Makes you feel part of company"
review,well reputed company in the market
review,Favorable for doing higher education.Good for Family Care
review,1) Global Market & Technology collaboration gives bright future prospects
review,Its been almost a  year since i am working with Xapads and i've learn so much...
review,"Super work culture,Good working environment, Unlimited freedom, Different career paths, Upper management are always accessible, Lots of opportunities to showcase your talents."
review,"Work Culture, Colleagues and Management are so Co-Operative."
review,"Here is fun, fight for performance, dance and party, Ultimate Objective is client satisfaction and employee overall growth."
review,#NAME?
review,* Supporting Managment* Nice Team * Friendly Environment
review,Got Learning opportunities and work with good team
review,* Career Growth* Quarterly Appraisal * Any one have complete freedom to speech & act.
review,"great opportunity, big time travel to client space, potential to be in front of the best and brightest of the software world, working with big 4 of the world in IT."
review,NIL. The company does not exists any more. They had only one big client in middle east. Connectiva failed to retain the business with that client because of that client's economic issues which resulted in a LOCKOUT.
review,"Homely atmosphere, thingsget done easily. no red tapism"
review,1. Management is so close to employee2. salary package is good.3. Work environment is very good.
review,"work life balance, onsite policy (rotation), direct client interaction, domain learning, challenging scenarios for freshers"
review,"Excellent client age and good projects, along with strong product with lots of future learning and growth and develop domain and technical skills. The Organization offers excellent opportunity for an individual to work cross functionally, whereby one gets to gain knowledge about all the areas of an Enterprise Application. Moreover, the management takes out time for understanding employee concerns and assist in ones career advancement. It also has a very decent appraisal system, whereby the annual hikes are comparatively better then across the industry."
review,"""Good job security, decent work life balance except during Tax Season, good benefits"".""Great place to start work if you want to see a lot of different things"""
review,\u201cIt is good company to work for. If you can do buttering well then you will reach at top very fast.\u201d \u201cExcellent platform for the freshers to learn corporate environment.
review,"Considering career growth, Its a good place to work on & Very good human resource guys"
review,"Qnex Technologies team there is quite Experienced, Hardworking, Knowledgeable & Professional.  I am happy because they provide excellent services."
review,Can develop yourself ... we can share our ideas and that would be implemented. friendly environment.
review,Qnex Technologies Make me to Work with involvement
review,Qnex Technologies is a perfect place to work for the people who wanna be in the field of IT. Cause in here we have a team work  and we work as a team. We will be encouraged to learn new things over here.
review,"they encourage to learn more and implement them with own idea. conducting more social events. Totally, Qnex Technologies is very good environment to work"
review,Qnex Technologies is having good environment to work. they should be providing good services.
review,"I worked in HotWax Systems for more than 5 years. I must say If you worked here, you would  have way better knowledge and experience than you could get in any other company in short span of time. I enjoyed working here. One line to explain:  ""A place for passionate software engineers.""Best things which can encourage anyone to work here:1.  Work Culture     a.  Excellent place to work. Everyone is open for challenges and changes.     b.  Place to learn new things with the help of great mentors.2. Technologies     a. Company always focuses on open source technologies, which is a very good thing and sign of           success.  As we all know, now world is in the direction of open source technologies.     b. You will be working on cutting edge technologies of world.     c. You will get a chance to work with different open source community.3. Domain Knowledge    a. You would get very good exposure to Ecommerce/ Retail industry.    b. You would get very good exposure to ERP which broad topic to cover as domain expertise ;)4. Company Culture    a. You will feel like working and enjoying with family.    b.  You will get best trainings to groom yourself.    c.  Different type of fun events and activities, sports, etc.5. Salaries and Hikes :)      You will get very good salaries compare to other companies and great hikes too. No need to worry       about it. You just perform, company is there to take care of it.Last but not the least, you will be working with great minds around the world.In the end I would say, ""Best place to work"""
review,"Company is following great strategy to produce quality based ERP applications. Giving full support of modern technology like HTML 5, CSS3, Angular Javascript etc."
review,#NAME?
review,"I worked at Hotwax Systems for almost 4 years and I enjoyed each day there with lots of learning. I started as a fresher and within 4 years I have been promoted as Technical Consultant with a good financial growth. Seniors are always supportive, helping and encourages on learning new skills. There are so many pros to join this company, few of them I am listing below1. Friendly environment.2. Team with good technical skills.3. Good annual hike as compared to other MNC's offering in the market.4. Opportunity to work on open source technologies.5. Co-curricular activities like TT, cricket.6. Flexible timings.7. Follows industry standard processes and best practices.8. People, there are always helpful whether it's regarding your technical issue or personal.9. Excellent learning platform.10. COO and VP both are very nice person.Overall it's an excellent company to work in Indore with an awesome culture.  :)"
review,1) Pioneer in its own field (Apache Ofbiz)2) Works on cutting edge technologies3) Encouragement to new ideas 4) Homely environment  5) Great support from senior technical colleague 6) Competitive salary (comparing to MNCs) 7) Good hikes 8) Lot of extra curricular activities9) Free breakfast and evening snacks 10) Flexible working hours (No card swipe system)
review,"If you are looking for a place where you want to grow internally, this is the place for you. Provide opportunities to learn, practice, perform.Encourage employees to take ownership of their projects.Provide opportunities to work with Overseas clients.Flat structureCompetitive SalaryGood annual hike.Handsome annual Bonus."
review,1) Work Environment is good.2) Work/life Balance.3) Great teams to work with.4) Goal centric working.
review,"I worked at Hotwax Media as a Sr. Sysadmin almost for 1 year.  As I said in my title lines, Hotwax Media is not a company, You will always find this is as a family!!!!!"" so that\'s 100% true. They always treat you as a family member not like an employee. please find below some points which I personally observed at my tenure there. 1) Laptops/Mac* will be provided for everyone.2) Helpful and technically strong mentors and seniors.3) I personally feel here is zero politics environment and very transparent working culture.4) Pro activeness will be always appreciated which helps you in your growth and learning opportunities.5) Company never thinks about expenses for testing devices,any type of resources for r&d and implementations on new technologies or project requirements.6)  Well maintained pantry.7) Every month there is one event schedules, in that event all developers solves public ""Apache ofbiz"" community issues with full of fun and exciting activities.8) Hotwax Media also schedules ""Master Chefs"" type of in-house activities on monthly basis.9) Good salary for freshers as well as for seniors, Bonus and other appreciations as per your performance.10) No time monitoring, flexible timings11) Get together, fun activity, outside trips etc.12) Friendly environment including with seniors and directors.I would personally recommended, this is the one of the best company in Indore (Madhya Pradesh) location for software professionals."
review,Great work life balance. friendly atmosphere.
review,1) Friendly work culture.2) Opportunities to learn technologies in diversified domains.3) Provides good ERP exposure and understanding.4) Emphasize in many cultural and extra curricular activities. You get so many chances to show your talent and people appreciate it.5) Satisfying compensation.6) More like a family than colleagues.7) Flat structure allows you to put your ideas and most of the times they are approved.8) Managers are very friendly and always understand your situations. If you feel this is unprofessional than its your problem.
review,Really i appreacate the company because i learned a lot with the company
review,"Freedom to work Liberal management Team outing Birthday parties Trip Whenever there is an emergency you can take leave by informing to management Good learning platform Good exposure in niche skillsEveryone can take their leadership, in uploading profiles Detailed process till candidate onboarding They pay each and everyday salary without any deduction"
review,"Sorry to say this, when we are going to join they will react more , But when we left the job, its too difficult to get the PF claim."
review,Started my career great leaning experience.
review,You will not be accountable for anything.
review,You may get an opportunity to do multiple roles
review,"Location was good then, a just okay infrastructure"
review,"CULTURE ,DEADLINES AND PRESSURE WHICH ENHANCE US TO GIVE BETTER RESULTS"
review,Friendly. Employees are good and Friendly.
review,Got the opportunity to build strong inter-personal skills and able to prioritize work efficiently.
review,5 day weekNear hometown posting generallyAmple leaves & perks
review,i m willing to work with a government organisation
review,in search opretion be calm &tough some time.in servey opretion of bussiness house shop give good result
review,"excellent growth oppurtunities,power,medical aid ,great benefits and exceptional retirement policy"
review,"Being revenue department and back bone of country's economy, it is a pleasure to contribute to our nation through serving the Department."
review,"job security, less burden of work"
review,One of the biggest brands
review,"1. Employees are treated with humility and respect - something than many indian conglomerates don't2. Good culture, focuses on employee development and engagement3. Adherence to policy and process4. work-life balance5.  High on integrity"
review,Have lot of chances to work overtime.  Management team is very work focused and supportive. Colleagues are also nice and easy going.
review,"nice work culture, great bonding"
review,Great system of operationsTakes care of employeesInternational brandLot's of learning options and assistance
review,"Nice Place to work, friendly atmosphere, focus on growth"
review,Ok. Made Good friends there.
review,Customer focused company with strong processes to deliver an outstanding service to customers and a people oriented culture to get the employees to give it their best
review,"Always feel like second home , Really taking care of ppl as a family member .. Fun environment"
review,1. Very professional work environment. 2. Process driven organisation 2. People oriented 3. One of the fortune's top 50 company to work for
review,Politicians are way far below than the managers and Hr. Politicians need to learn a lot from them. They smiley faces of the manager and Hr will cheat you one day. Hire and fire policy is employed here not people.
review,"Nice work environment, a lot of training and learning possibilities, benefits"
review,"one of the best place to grow and learn.When it comes to employee benefit,you will get a lot."
review,"Great team of co-workers who are helpful, positive and always ask, ""Why?"" instead of being complacent."
review,Great teams working in transparent and results oriented environment. Lots of focus on the world best and newest working practices.
review,1) Extremely knowledgable people around2) Good quality work3) Lots of perks available4) Managers provide lot of space for your technical and business growth5) Growth opportunities available6) Various channel growth opportunity7) High employee satisfaction!!!
review,If you looking for Good salary & perks without
review,When i joned of this company than i was fresher but after some i get more experience to this company.....
review,Gaining experience as an AIF Fellow allows you experience in the development sector in India and the flexibility to work on your own project! A unique opportunity for Indians and americans
review,"It works in silos, the deliverable is to please the bosses rather than focus on the actual program!"
review,There are supporting staff members with whom you can easily befriend. Work atmosphere is great if you have a supporting boss and a supporting colleague. People are friendly and if you give them respect they will treat you with respect.
review,Not much good can be said except the initial years seemed to be the best! There was a sense of mission and adventure both by donors and the staff. But for the last 4-5 years it's been a slippery slope down!
review,Excellently Managed Organization and have full faith on the employees
review,Good MNC to work having great work ethics and compliance. Good working culture. True professional approach towards work and their commitment to delivery.
review,"good working environment and got exposure to work with top notch client  ""exxon mobil"""
review,Good culture professional environment and work ethics
review,Better Opportunities.11 years of total experience in piping & plant design in oil & gas sector and Power sector.
review,"good working environment ,helpful co- workers"
review,"Good brand name, 5 days a week"
review,"Very Good office culture, and a preferred employer to work with."
review,Free to work as per guidelines.
review,Good work environment. Friendly & helpful colleagues. Less pressure from seniors. Many opportunities to learn new things quickly. The whole organization works as a family.
review,Excellent Workplace with well qualified professionals
review,Best Company and Work Culture feels like home
review,"Salary good, Timely HR/ IR resolution.Balanced life and cultutre.Friendly environment."
review,Robust environment with a lot of opportunities of growth and career building. Friendly working culture with good management.
review,company's concern towards employes is good
review,Working with TATA Group is always a great opportunity for any employee or job seeker. The values of the Company and Focus on every Employee is Speech less.
review,Cons: Unpaid overtimeNo logic in appraisal s.. Those who are putting buckets are getting benefitsManagement people's are rulers
review,Definitely recommended for beginners- Be it graduate from Engineering or MBA- this place helps in setting up an excellent base for your career
review,SINCE IT IS A BRANDED COMPANY IN INDIA
review,A lt of start up culture. Good place to learn production techniques along with Tata's ethics
review,Good relationship with collegues  is the only one factor
review,Nice compensation and suitable shifts
review,Transport facilityQuarterly Bonus and Overtime
review,good working environmentno pressure at all as there is no work
review,Great work culture. Rapidly growing company
review,"Outsource Partners is not a bad place to work for, if you are into taxation, accounting, finance, or any such related field.  Additionally, it is a good launch pad for freshers who have not had any real experience elsewhere.  The organization has a process in place, they try to stick to the process and to give them credit, they do strive to succeed.  The workstations are fantastic, the production areas are well lit and the office building is located in a lovely campus.  They try to make the organization a good place to work for their staff and for the most part they do a decend job."
review,I have been working with Transweb since the past 19 months.I learnt problem solving on the job.I learnt programming on the job.
review,Good Working Environment. Fair and equal treatment. Frequent and regular bonus involved. great leadership and vision
review,"It allows one to have career enhancement along with working and provides a platform to learn many new skills. Transtutors always focuses on its employees benefits and their future.The people are great, and it's a fun company."
review,"Not any. Again, trying to read a wrong field. Move over to the next field."
review,"They offer a high salary, best for those who are are not concerned for career growth and only looking for job where there is ease of working  from home."
review,No Pros .It will destroy your career if you are joining it after completing your education ..
review,#NAME?
review,Work Culture and Employer flexibility
review,"good culture, startup, good interaction between departments."
review,"Freelancing work- online tutoring for various subjects, Good to do in free time but not as a full-time job. Can earn decent money if put in 8-10 hrs per day."
review,"I am working as a regular employee for about 2 years, below are the key points.1. Quality knowledge will be given2. Good place to be3. Growth is good (depends on Department).A great work culture, especially for women. Flexibility to work from home."
review,"I am working as a regular employee for about 2 years, below are the key points.1. Quality knowledge will be given2. Good place to work3. Growth is good (depends on Department).A great work culture, especially for women. Flexibility to work from home."
review,You will have better exposure to the technology and this will be the only pro that I can write about this company.
review,Proper startup culture which fosters learning & individual developmentFoster's good learning on Storage/Virtualization domainA-political organization Strong senior management team
review,"1)      Technical exposure, especially for domains like cloud, storage, vmware etc.2)      Work life balance3)      Lunch provided by company"
review,"SalaryWork life balanceNo politicsExposure - Provided you work sincerely with a sense of ownership, you get high visibility."
review,Best company for women employee..good work life balanceTechnical exposureManagers are so friendly and flexible
review,Best company for women employee..good work life balanceTechnical exposureManagers are so friendly and flexible
review,CEO Good for freshers. Exposure to various technologies .
review,"CEO is good , Flexible Timing , Friendly Colleagues"
review,Good Place To Work But No Career Growth
review,It makes you multi talented which need to be mentioned
review,Semi government company.No work pressure.
review,UTI Infrastructure Technology And Services Limited (UTIITSL) is a very reputed organization in India . This is a good place for work.
review,I don\'t find any pros of working here
review,The company is giving quick response to mails.
review,best for whom looking for gov job
review,Good learning for IT knowledge and more adaptive skills give boost
review,Good work life balance.Supportive Seniors and management.
review,"Good Crowd,Well equipped Labs,good work life balance"
review,Lot to learn from the plenty equipments available.
review,Basically it is an core electronics company and there are very few jobs in this field.it is located in noida sector 64 very good place to start your career.
review,Good junior level employees who live by the company's name and work towards the success of the brand.
review,"Beautiful Corporate Office, Nice work culture."
review,"I have been working at OptiSol Business Solutions full-time (More than 2 years)Good exposure to new technologies. If you work hard, you can grow with the company. Very friendly staffs."
review,"I have been working at OptiSol Business Solutions full-time (More than 3 years)Good exposure to new technologies. If you work hard, you can grow with the company. Very friendly staffs."
review,"* I have only 2.5 years of experience, but I feel that the scope for growth is very good in OptiSol Business Solutions. The developers are encouraged to learn latest technologies like xamarin, node.js, meteorjs etc..* Flexible timings."
review,"We will be put across platforms, android, ios, python, node, php etc..."
review,"Good for freshers,Top class COO, Friendly Colleagues"
review,Really a lot to learn here
review,# Great place to learn Android.# Location is nearest to my home - Saligramam.
review,I have worked at OptiSol Business Solutions full-time (More than 2 year). Good working culture and the best opportunity for people interested in Angular.JS/ Node.JS and Mobile Apps.* Very supportive and friendly Tech Team.
review,I had been working a software engineer for more than 3 years. Its an opportunity to learn new technologies especially for the  programmers to develop programming skills.
review,"Good managers, Good Leads and Good employees"
review,good guidance and response from management and opportunity to learn. Flexible workplace with good incentives for sales performance. The career map is good with opportunity to grow faster.
review,"Discount on clothing, No work pressure, Supportive Management"
review,it is a good brand.
review,"Brilliant Support Functions, friendly & supportive."
review,The Managment is very good
review,good learning. professional training. good product knowledge.
review,Excellent opportunity for over all development
review,"Accomodating leaders, relaxed environment and a good place to learn"
review,Employee Centric.Very friendly work environment. Good work - Life Balance.
review,"work culture, work flexibility, benefits, salary structure, lots of activities for learning and development."
review,Quality products & handsome salary
review,Good to start if want to Sales.
review,A wonderful place to work where age old legacy practices are favoured.The data the firm gives is the best
review,"1. Learnt editorial skills, as opposed to skills required for the industry because the manager was busy putting everyone down to make sure she looked smarter in front of others.2. Since the job wasn't as challenging, it meant less stress."
review,Good company but designation growth is slow
review,good good good good culture
review,Conducive work atmosphere and pleasant colleagues
review,I want to know more about auther things
review,"Awesome, no pros happy with company,love to work with company"
review,Work from homeWork life balance
review,Very good atmosphere and work condition they are heart of Bangalore and in Word Trade Centre you will never get bored here
review,Good productWork-life balanceLiked the office
review,"Work life balance, fantastic exposure to industry leaders, great people"
review,training and people development . . . . . . .
review,Less job pressure (good work/life balance)Friendly on-site people (as long as you are OK with their opinions)Initiatives and activitiesIn world trade centre.. if you get bored take a walk to Orion mallGood management/leadership training programmesI never heard such un-ethical words from a manager in any of my previous organization. If you are person who loves technology and like to have dignity forget this place. If you are person who cares less about work and career growth and like to spend more time in meetings and other activities with less pressure this is the place for you.
review,Good work culture Lot of things to learn
review,Great work cultureSurroundingAscending learning curveProfessionalism
review,1. Global company2. Exposure to research3. Client facing....work with C-level execs
review,CEO was visionary and was very approachable. The CEO's advisor also made the team feel very appreciated which encouraged team  bonding.
review,flexiblegood clientel motivating team leaderknowledge sharing good culture
review,1. Good environment for  professional to work
review,Good clients  and  learning environment
review,there is nothing i can think about
review,Good firm to work with.Cooperative.
review,Best environment for professionals to work
review,Top notch clients. Friendly Team Leaders and Directors.
review,"Good exposure, clientele base is good, improves analytical skills, work life balance"
review,best work experience in internal audit
review,The companies employee or company culture is good.
review,#NAME?
review,new work can be learnt if given opportunities. Very old school.
review,Good for Fresher to learn on publication
review,1} Work life balance.2) Descent shift allowanace
review,Environment was good. Everyone was helpful.fun and learning experience
review,"Great work experience, and is told what is expected."
review,the work ambiance was most awesome. Got many learnings by everyday.
review,"friendly  culture , opportunity is more, personal growth is good.."
review,Respectful and friendly managers and team leaders. Overall friendly environment.
review,good knowledge work environmentwork life balance
review,Good exposure for an internee. Exposure is given in all the major departments and you are given a chance to directly interact with the customers rather than work in the back-end.The staff is also very friendly and supportive.
review,Team members are very helpful
review,"international brand,salary hikes,additional benefits,good support"
review,fat growing company in india
review,Company is good for fresher.Lots of opportunity to learn for fresher
review,Good for dynamics AX only for rest its layoff happening
review,Nice Place to work. Salary increment beyond average.
review,"Good quality food, good exposure to tech for freshers."
review,"Great team, result oriented and opportunities for growth"
review,Friendly StaffHelpful ManagersVery Good HR Team
review,Top management is friendlyGood learning(Microsoft technologies)Good  onsite opportunitiesFlexible work culture and no formalities Good Salary as compare to other companies and good appraisalsCompany is very profitable an growing with good pace
review,You will get an opportunity to learn new things.Salary hike is good.
review,Great people.Great working environments
review,Learning is good. very hardworking and talented team.
review,Flexibility in office timing is one of the most important reason
review,salary- No other pros that i can mention
review,#NAME?
review,Nice work cultureGood work life balance
review,#NAME?
review,#NAME?
review,"The culture is what makes PVI stand out from its peers. It has got one of the great interworking relationship between people, and the employees are extremely supportive and friendly. Literally no politics, and a great work environment. The senior management appreciates ideas from the team, and there's great freedom to work in different technology areas, the company focuses in."
review,"Good learning path, focus on technical grooming"
review,"good for learning, nice seniors"
review,You get to learn a lot
review,good place to start your career in technical field
review,No Pros except for the fact the mode of getting into it is easy.
review,Exposure to many a filed is good...........
review,U r not stucked in any single type of work. u can take up any type of job any amount of job untill ur limit ends. sometimes u'll have to extend ur limits too. Good company for freshers with lots patience. Easily accessible management. easily accessible other departments
review,You can learn how to work under stress conditions.
review,"Good compensation, variety of works , new discipline of  technical services for lenders ., ISO  company , spread its activities in foreign land like middle east , south east countries with profit ."
review,Salary is the best part about the company
review,"Life at Syscloud has been amazing so far.After working several years in Service oriented organization,I'm finding a new found energy in me.Being a small organization,you feel the responsibility in each and every stuff you work on.Work culture is very vibrant and full of energy.There are no unrealistic deadlines set.Everything is diligently planned and executed.Overall i would rate Syscloud as one of the best places to work."
review,"At SysCloud I get freedom to contribute my Ideas to the product directly. Being a small company, my work is always visible among whole organisation. And unlike service Industry, we never get unwanted pressure from Sales, rather SysCloud Sales team always understands the technical complexity and provides constructive feedback which helps a lot in focusing on product development process seamlessly. Additionally, you get to work with a very energetic team which is always ready to take any challenge within short span of time+ flexible office hours"
review,"I have worked for SysCloud for almost 4 years(June'11 to Feb'15) and I would say, SYSCLOUD is the company where I have learnt so much in my professional career. I worked directly under the CEO and GM of the company. Its an awesome place to work for.  I see some commenting about a CEO , you should be of his level in your career to talk abt a person. I still inspire SysCloud's CEO and Entrepreneur (My role model) and wonder how can a person work so much with this much enthusiasm."
review,"I wake up and am thrilled to go to work!  I know for a fact that MY CONTRIBUTION COUNTS and I make a difference everyday at SysCloud!! How many work places, will you feel that your contribution counts.OPPORTUNITIES unlimited. If you are willing to put your heart and soul.. Then, THIS IS THE PLACE TO GO. I get loads of challenging opportunities with matching rewards. The kind of exposure that you will get even at the early stages of your career is phenomenal.My work and product gets to compete with the best of SAAS world. What more will I want? When the customer appreciates or sees value in the small changes that I do to the application, feel accomplished."
review,Nothing to tell as pros and account executive giving 5 stars and talking of technology lolz...
review,"Great company to work for. The team is really committed to building world class technology that integrates with the largest public clouds. (i.e. Google Apps, Office 365, Salesforce).Work life balance is great. You will be asked to work hard but the management offers great flexibility."
review,"Good Work Location (Bus station, Railway station and Shopping Malls are near).Technology Growth (iOS,Android, Titanium, Game etc)."
review,"Flexible TimingGood number of projects, technical growth"
review,Location is only the best advantage.It is nearer to bus stand and railway station.Internal security is good. Camera with microphone installed everywhere.
review,"Not much expertise need to work here.One who is not aware of tax , investment oriented can work without any feeling of loss"
review,"Located near to MG Road, access to shopping, bank etc during lunch breakBest compensation for beginners and intermediate"
review,Nothing to mention as pros
review,Nothing to mention as pros
review,"I loved this company till 2012, now the situations are worst day by day. It is good for few fresher\u2019s you get to join good projects where learning curve is very nice. But they will never understand about industry process. After working for them for this many years I have very few good things to say about them. Company is concerned about selling to new customers, not concern about retaining customers or good resources for the long term."
review,"I have been working in Microobjects for the past 5 years as a software engineer and all these years I am really enjoying my professional and personal life. I mentioned 'personal life' because we work for fulfilling our personal needs and commitments. So if someone is balancing his/her professional and personal life to a certain satisfactory level we can surely say that we achieved something in life. I have not seen any other company like MicroObjects to achieve the above stated fact. Every company has its pros and cons. If you readsome of the review of so called professional companies no one will even send the resume to them but then for a living you need a job. If someone has the habit of weeping for every issues he come across he will do the same even if employed with Goolge or even if he jobless!! I didt noticed, till date, any of my colleagues denied of his leave, which is very common in any software companies. So when you talk of flexibility it is not only the freedom to come and work as and you wish but also refers to you being available for your personal needs. Most of the 5 days working companies are just for name sake. I know many of my friends who are not even enjoying the Sundayswhereas in MicroObjects hardly people work more than 5 working days(in rare cases it happens i agree) Microobjects being located at the center of Kochi city, is the best place to looking after our every professional and personal needs.If MicroObejcts is not that a good place, I wonder Why more than 30% of employees resigned in the past are opting to come back!! So there is something which makes this company a favorite one even if we considers some cons.I read the previous review of an employee and am not completely against his observations (there is black-sheeps inside for sure). But one thing am sure that he/her is still an employee of the company!!! Even if we assume that he is an ex, after working for more than 10 years this person realised that Microobjects is not the place to work?? So please every employee of this wonderful company come together and help Microobjects grow more and more for the benefit of all employees and their families depends on it."
review,"Loads of learning, Great co-workers, Cheerful atmosphere"
review,"Immense opportunity to learn, friendly environment, good career opportunities post leaving the firm"
review,"Good work culture, Salary on time"
review,Very cool working culture.Balanced work life.Immense career opportunities.Senior Management is very helpful.
review,"Great transparent culture, CEOs have good clarity of thought, good learning and great people to work with"
review,1. One of the best place to learn as a fresher in the industry2. Great co-workers3. Fun Environment
review,Good people to work with An awesome place to learn Weekends off A positive work environment
review,"Most of the employees working there come from decent, well-disposed families. Got to learn a lot from colleagues and the Founder Trio."
review,"Part of WPP Group,Premium client list, Average infrastructure, 42 yearly offs: excluding weekends,Best place to be if you're looking for a factory setting job."
review,Good learning opportunities.Unbiased management.Open door policy.Good work culture.Good career opportunities.
review,"Got good projects, good onsite opportunities, CSCI lets you to growth personally. Good place to learn new things."
review,"cool work culturegud start salary as compared to tcs, cogni and othersless termination chances"
review,"reasonable pay, recession proof, less lay offs, secure job unless you are not a dud. relax working environment. offers loan for car and computers. can take leaves. Work pressure adequate to give you enogh time. flexi timings are there in some projects that you may find useful. Depending on your luck you may get a manager who is easygoing. Most of the supervisors are cool and dont put undue pressure. Nice infrastructure and working conditions."
review,Good working culture it is fun to work in Maruti Suzuki. Facilities are also good and salary is also good.
review,good benefits and other perks are given
review,"working culture good , no work pressure , although i was an intern even then everybody was so nice , get to explore yourself"
review,Good environment to start your career with
review,it is ok . you wont have to do much work
review,very challenging environment to deal with
review,"Great Designs Of All Variants. Excellent Management. Great Efforts Of All Employees AndA Very Good Moral. ""Way Of Life !"""
review,percentage increment above industry average.chance to grow fast
review,learning opportunitiesMarket leader best in production
review,-  don't have any positive of the company
review,Good technology stack. Work-life balance
review,Good work life balanceGood salary and benefits
review,good to work in this company
review,friendly colleaguesgood work life balanceseniors in bangalore supportivegood products
review,Good place to workSeniors are supportiveHas large space to learn
review,Good Products Good office premises
review,Work from home available which is good
review,#NAME?
review,#NAME?
review,Learn new thing in a short duration of time
review,They told after one year we going to increase salary appraisal .. i asked HR. she told we ill do .. Even manager also told same thing.. i left the job 2 year 5 month.. 1 year got appraisal after one year 4 month completion. without 2nd appraisal only i went out of this company..
review,"If you are eager to learn, you can learn new softwares. You can join this company if you do not have job. Otherwise try for a good one."
review,"1)people make better decisions.2)people work better with others3)people fix problems instead of complaining about them and more motivated4)Passion and Innovation5)Career Advancement & Opportunity , the company promoting from within. If you\u2019re a rock star, it won\u2019t be long before you start moving up \u2013 they promote based on performance not tenure.6)Rewards & Recognition"
review,"1. The perks offered by Expedia are nice.2. Work environment is chilled out, but that heavily varies from team to team."
review,Great benefits. Good Compensation. Great work culture.
review,#NAME?
review,Expedia is perhaps one of the best work places in India. The best part of this organisation is the Top management which have a vision and are constantly driving the company towards the new heights. This is one place where you can actually find a balance between work and life. HR policies are great and so are the perks. I guess no other company can even match the perks provided by the company. Overall a great workplace. Many regret after leaving the organisation.
review,A good place to work and management very cooperative.
review,"Food, cab, perks and decent quality work and work life balance"
review,it has great travel opportunity. it is good to work for company who thinks about employees and invest in employee growth
review,Good working atmosphere and gained knowledge.
review,Handsome amount of salaryCab and Food Facilities
review,Great Work life balance and overall culture of the company
review,Good environment for work and no politics.
review,1. work env is very good 2. mgmt is very supportive3. healthy competitive env4. road map for career growth
review,Great very experienced people to work with.
review,#NAME?
